#
#       site : https://molat.obspm.fr/index.php?page=pages/Molecules/CO-Rostas/view_data.php&fichier=T112C16O.txt
#
#       Table 1A. Absorption lines of 12C16O listed by rotational number (J") of
#                 the lower level.  
#
#       - column no 1 : (" between quotes ") band identification
#       - column no 2 : lower vibrational level
#       - column no 3 : lower rotational  level
#       - column no 4 : wavelength (in nm)
#       - column no 5 : wavenumber (in cm-1)
#       - column no 6 : oscillator strength
#       - column no 7 : upper state reciprocal lifetime (in s-1)
#       - column no 8 : upper state branching ratio towards dissociation
#
#       For more details concerning this table, please refer to page 234 of the paper by
#       Eidelsberg et al.(1991) which can be downloaded from this site. 
#
nb of lines:  3051
"C12O16 16         1S 2-0 R( 2)"   0   2   93.5668 106875.51 2.261E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P( 2)"   0   2   93.8045 106604.67 5.137E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R( 2)"   0   2   93.7878 106623.68 7.707E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P( 2)"   0   2   94.0260 106353.53 8.539E-03 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R( 2)"   0   2   94.0081 106373.83 1.281E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P( 2)"   0   2   94.1243 106242.52 2.577E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q( 2)"   0   2   94.1185 106249.02 1.288E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R( 2)"   0   2   94.1099 106258.78 1.031E-02 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P( 2)"   0   2   94.6355 105668.63 3.049E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R( 2)"   0   2   94.6186 105687.46 4.574E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P( 2)"   0   2   94.8454 105434.69 2.789E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q( 2)"   0   2   94.8384 105442.53 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R( 2)"   0   2   94.8278 105454.29 1.116E-03 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P( 2)"   0   2   95.0107 105251.34 8.813E-03 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R( 2)"   0   2   94.9932 105270.71 1.322E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P( 2)"   0   2   95.6314 104568.20 1.347E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q( 2)"   0   2   95.6256 104574.48 6.735E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R( 2)"   0   2   95.6170 104583.89 5.388E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P( 2)"   0   2   96.0372 104126.27 2.573E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q( 2)"   0   2   96.0321 104131.87 1.287E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R( 2)"   0   2   96.0243 104140.27 1.029E-04 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P( 2)"   0   2   96.4469 103684.01 1.118E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R( 2)"   0   2   96.4290 103703.21 1.677E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P( 2)"   0   2   96.8389 103264.32 7.737E-04 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q( 2)"   0   2   96.8314 103272.24 3.869E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R( 2)"   0   2   96.8203 103284.12 3.095E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P( 2)"   0   2   96.8956 103203.86 1.240E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q( 2)"   0   2   96.8889 103211.04 6.199E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R( 2)"   0   2   96.8787 103221.82 4.960E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P( 2)"   0   2   97.0431 103046.97 8.400E-03 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R( 2)"   0   2   97.0251 103066.13 1.260E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P( 2)"   0   2   97.2776 102798.59 1.206E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q( 2)"   0   2   97.2717 102804.83 6.031E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R( 2)"   0   2   97.2628 102814.19 4.825E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P( 2)"   0   2   97.7493 102302.54 1.821E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q( 2)"   0   2   97.7434 102308.68 9.108E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R( 2)"   0   2   97.7346 102317.90 7.287E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P( 2)"   0   2   98.2667 101763.87 1.919E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R( 2)"   0   2   98.2488 101782.37 2.879E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P( 2)"   0   2   98.5675 101453.32 6.142E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R( 2)"   0   2   98.5488 101472.59 9.214E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P( 2)"   0   2   98.9870 101023.39 4.613E-05 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q( 2)"   0   2   98.9793 101031.24 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R( 2)"   0   2   98.9677 101043.02 1.846E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P( 2)"   0   2   99.3607 100643.39 1.145E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q( 2)"   0   2   99.3547 100649.45 5.724E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R( 2)"   0   2   99.3458 100658.53 4.579E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P( 2)"   0   2   99.6183 100383.15 9.110E-05 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R( 2)"   0   2   99.6001 100401.55 1.367E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P( 2)"   0   2  100.2669  99733.78 3.174E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R( 2)"   0   2  100.2488  99751.83 4.762E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P( 2)"   0   2  101.1004  98911.60 4.423E-06 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q( 2)"   0   2  101.0933  98918.48 2.211E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R( 2)"   0   2  101.0828  98928.79 1.769E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P( 2)"   0   2  101.7950  98236.67 1.745E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R( 2)"   0   2  101.7755  98255.44 2.618E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P( 2)"   0   2  102.9377  97146.13 4.266E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q( 2)"   0   2  102.9297  97153.65 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R( 2)"   0   2  102.9176  97165.15 1.707E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P( 2)"   0   2  103.9834  96169.21 4.181E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R( 2)"   0   2  103.9628  96188.25 6.272E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P( 2)"   0   2  105.1799  95075.20 2.472E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q( 2)"   0   2  105.1713  95082.96 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R( 2)"   0   2  105.1584  95094.60 9.890E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P( 2)"   0   2  106.3175  94057.88 1.108E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R( 2)"   0   2  106.2958  94077.12 1.662E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P( 2)"   0   2  107.6167  92922.37 3.649E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q( 2)"   0   2  107.6077  92930.16 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R( 2)"   0   2  107.5940  92942.02 1.460E-02 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P( 2)"   0   2  108.8004  91911.46 2.475E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R( 2)"   0   2  108.7774  91930.89 3.713E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P( 2)"   0   2  109.9138  90980.35 1.497E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R( 2)"   0   2  109.8912  90999.13 2.245E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P( 2)"   0   2  112.3714  88990.63 2.864E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R( 2)"   0   2  112.3471  89009.85 4.297E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P( 2)"   0   2  115.0635  86908.54 1.806E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R( 2)"   0   2  115.0377  86928.02 2.710E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P( 3)"   0   3   91.2797 109553.36 4.825E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q( 3)"   0   3   91.2701 109564.89 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R( 3)"   0   3   91.2573 109580.26 1.206E-03 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P( 3)"   0   3   91.3497 109469.48 7.197E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R( 3)"   0   3   91.3283 109495.09 9.598E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P( 3)"   0   3   91.3520 109466.67 2.399E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q( 3)"   0   3   91.3422 109478.40 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R( 3)"   0   3   91.3292 109494.03 5.999E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P( 3)"   0   3   91.3768 109436.97 1.154E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R( 3)"   0   3   91.3561 109461.78 1.539E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P( 3)"   0   3   91.5824 109191.33 2.830E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q( 3)"   0   3   91.5728 109202.73 9.905E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R( 3)"   0   3   91.5601 109217.93 7.076E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P( 3)"   0   3   91.6078 109161.01 3.394E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R( 3)"   0   3   91.5877 109185.00 4.526E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P( 3)"   0   3   91.7382 109005.85 3.242E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q( 3)"   0   3   91.7298 109015.87 1.135E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R( 3)"   0   3   91.7185 109029.22 8.107E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P( 3)"   0   3   91.9297 108778.77 1.209E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R( 3)"   0   3   91.9044 108808.73 1.613E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P( 3)"   0   3   92.0240 108667.36 1.207E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R( 3)"   0   3   92.0014 108694.03 1.609E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P( 3)"   0   3   92.2855 108359.33 2.707E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R( 3)"   0   3   92.2629 108385.93 3.610E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P( 3)"   0   3   92.4732 108139.39 2.209E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R( 3)"   0   3   92.4509 108165.51 2.946E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P( 3)"   0   3   92.5922 108000.43 2.335E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q( 3)"   0   3   92.5837 108010.32 8.174E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R( 3)"   0   3   92.5725 108023.50 5.839E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P( 3)"   0   3   92.8759 107670.60 9.545E-04 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q( 3)"   0   3   92.8660 107682.07 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R( 3)"   0   3   92.8528 107697.36 2.387E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P( 3)"   0   3   93.0166 107507.67 9.069E-04 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q( 3)"   0   3   93.0072 107518.59 3.174E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R( 3)"   0   3   92.9946 107533.14 2.268E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P( 3)"   0   3   93.1189 107389.63 8.621E-04 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q( 3)"   0   3   93.1103 107399.53 3.018E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R( 3)"   0   3   93.0988 107412.73 2.156E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P( 3)"   0   3   93.1776 107321.91 1.724E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q( 3)"   0   3   93.1698 107330.94 6.034E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R( 3)"   0   3   93.1594 107342.91 4.310E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P( 3)"   0   3   93.3143 107164.70 9.450E-03 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R( 3)"   0   3   93.2884 107194.49 1.260E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P( 3)"   0   3   93.5817 106858.45 1.615E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R( 3)"   0   3   93.5705 106871.33 2.154E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P( 3)"   0   3   93.8080 106600.74 5.504E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R( 3)"   0   3   93.7846 106627.35 7.340E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P( 3)"   0   3   94.0291 106350.11 9.148E-03 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R( 3)"   0   3   94.0039 106378.53 1.220E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P( 3)"   0   3   94.1287 106237.49 3.681E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q( 3)"   0   3   94.1201 106247.24 1.288E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R( 3)"   0   3   94.1086 106260.25 9.204E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P( 3)"   0   3   94.6391 105664.63 3.266E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R( 3)"   0   3   94.6154 105690.98 4.356E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P( 3)"   0   3   94.8488 105430.99 3.984E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q( 3)"   0   3   94.8382 105442.76 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R( 3)"   0   3   94.8241 105458.44 9.963E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P( 3)"   0   3   95.0141 105247.55 9.442E-03 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R( 3)"   0   3   94.9896 105274.67 1.259E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P( 3)"   0   3   95.6362 104562.95 1.924E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q( 3)"   0   3   95.6276 104572.36 6.735E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R( 3)"   0   3   95.6161 104584.90 4.811E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P( 3)"   0   3   96.0427 104120.33 3.676E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q( 3)"   0   3   96.0350 104128.73 1.287E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R( 3)"   0   3   96.0246 104139.93 9.191E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P( 3)"   0   3   96.4505 103680.15 1.197E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R( 3)"   0   3   96.4255 103707.03 1.597E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P( 3)"   0   3   96.8423 103260.71 1.105E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q( 3)"   0   3   96.8311 103272.58 3.869E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R( 3)"   0   3   96.8163 103288.42 2.764E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P( 3)"   0   3   96.8997 103199.51 1.771E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q( 3)"   0   3   96.8896 103210.29 6.199E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R( 3)"   0   3   96.8761 103224.66 4.429E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P( 3)"   0   3   97.0468 103043.10 9.000E-03 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R( 3)"   0   3   97.0215 103069.91 1.200E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P( 3)"   0   3   97.2826 102793.30 1.723E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q( 3)"   0   3   97.2737 102802.66 6.031E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R( 3)"   0   3   97.2619 102815.13 4.308E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P( 3)"   0   3   97.7544 102297.15 2.602E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q( 3)"   0   3   97.7456 102306.37 9.107E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R( 3)"   0   3   97.7339 102318.66 6.506E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P( 3)"   0   3   98.2707 101759.73 2.056E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R( 3)"   0   3   98.2457 101785.64 2.742E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P( 3)"   0   3   98.5712 101449.49 6.580E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R( 3)"   0   3   98.5450 101476.47 8.776E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P( 3)"   0   3   98.9906 101019.71 6.590E-05 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q( 3)"   0   3   98.9790 101031.49 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R( 3)"   0   3   98.9637 101047.19 1.648E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P( 3)"   0   3   99.3661 100637.91 1.635E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q( 3)"   0   3   99.3572 100646.99 5.724E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R( 3)"   0   3   99.3452 100659.09 4.089E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P( 3)"   0   3   99.6225 100378.97 9.760E-05 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R( 3)"   0   3   99.5969 100404.73 1.302E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P( 3)"   0   3  100.2713  99729.47 3.401E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R( 3)"   0   3  100.2459  99754.70 4.536E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P( 3)"   0   3  101.1051  98906.94 6.318E-06 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q( 3)"   0   3  101.0946  98917.26 2.211E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R( 3)"   0   3  101.0806  98931.00 1.580E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P( 3)"   0   3  101.7992  98232.64 1.870E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R( 3)"   0   3  101.7719  98258.92 2.493E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P( 3)"   0   3  102.9419  97142.21 6.094E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q( 3)"   0   3  102.9300  97153.44 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R( 3)"   0   3  102.9137  97168.84 1.524E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P( 3)"   0   3  103.9876  96165.29 4.479E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R( 3)"   0   3  103.9588  96191.94 5.974E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P( 3)"   0   3  105.1841  95071.43 3.531E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q( 3)"   0   3  105.1712  95083.07 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R( 3)"   0   3  105.1540  95098.59 8.831E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P( 3)"   0   3  106.3219  94054.04 1.187E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R( 3)"   0   3  106.2914  94080.98 1.583E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P( 3)"   0   3  107.6210  92918.70 5.213E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q( 3)"   0   3  107.6075  92930.34 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R( 3)"   0   3  107.5891  92946.20 1.304E-02 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P( 3)"   0   3  108.8048  91907.70 2.651E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R( 3)"   0   3  108.7726  91934.91 3.536E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P( 3)"   0   3  109.9187  90976.33 1.604E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R( 3)"   0   3  109.8870  91002.62 2.139E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P( 3)"   0   3  112.3762  88986.78 3.068E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R( 3)"   0   3  112.3423  89013.69 4.092E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P( 3)"   0   3  115.0684  86904.80 1.935E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R( 3)"   0   3  115.0323  86932.07 2.581E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P( 4)"   0   4   91.2829 109549.51 5.629E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q( 4)"   0   4   91.2701 109564.88 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R( 4)"   0   4   91.2541 109584.08 1.126E-03 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P( 4)"   0   4   91.3533 109465.08 7.463E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R( 4)"   0   4   91.3259 109497.99 9.332E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P( 4)"   0   4   91.3551 109463.02 2.799E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q( 4)"   0   4   91.3420 109478.65 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R( 4)"   0   4   91.3257 109498.17 5.599E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P( 4)"   0   4   91.3808 109432.22 1.197E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R( 4)"   0   4   91.3541 109464.11 1.497E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P( 4)"   0   4   91.5857 109187.35 3.301E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q( 4)"   0   4   91.5730 109202.55 9.905E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R( 4)"   0   4   91.5570 109221.55 6.604E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P( 4)"   0   4   91.6121 109155.92 3.519E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R( 4)"   0   4   91.5862 109186.73 4.400E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P( 4)"   0   4   91.7427 109000.49 3.782E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q( 4)"   0   4   91.7315 109013.84 1.135E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R( 4)"   0   4   91.7174 109030.52 7.566E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P( 4)"   0   4   91.9318 108776.23 1.254E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R( 4)"   0   4   91.8993 108814.75 1.568E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P( 4)"   0   4   92.0273 108663.41 1.251E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R( 4)"   0   4   91.9983 108697.70 1.565E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P( 4)"   0   4   92.2889 108355.35 2.807E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R( 4)"   0   4   92.2598 108389.55 3.510E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P( 4)"   0   4   92.4768 108135.21 2.291E-03 1.000E+11 1.000E+00
